id_cliente,regiao,plano,valor_mensalidade,entrou_em_contato_manutencao,id_manutencao,data_ligacao,motivo_contato,churn,data_cancelamento,dias_ate_cancelamento
CLI-1506,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1507,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1508,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1509,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 02:18:32,Perda de Pacotes / Oscilação,1,2026-02-22,4.0
CLI-1510,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1511,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1512,Savassi - BH,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1513,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1514,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1515,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1516,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1517,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1518,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1519,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 12:52:07,Sem Conexão / Queda Geral,1,2026-02-02,23.0
CLI-1520,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1521,Zona Leste - SP,Fibra 1 Giga,199.9,1,MNT-2026-003,2026-02-01 10:39:04,Sem Conexão / Queda Geral,0,,
CLI-1522,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1523,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1524,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1525,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 13:49:42,Sem Conexão / Queda Geral,0,,
CLI-1526,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1527,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1528,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 09:32:47,Sem Conexão / Queda Geral,1,2026-02-04,25.0
CLI-1529,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1530,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1531,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1532,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1533,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 00:29:11,Sem Conexão / Queda Geral,0,,
CLI-1534,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1535,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1536,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1537,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1538,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1539,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 15:11:43,Perda de Pacotes / Oscilação,1,2026-01-17,7.0
CLI-1540,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1541,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-15 23:14:56,Lentidão Extrema,1,2026-01-19,4.0
CLI-1542,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-01-28,
CLI-1543,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 02:43:49,Perda de Pacotes / Oscilação,0,,
CLI-1544,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1545,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1546,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,1,2026-02-23,
CLI-1547,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1548,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 01:54:26,Perda de Pacotes / Oscilação,0,,
CLI-1549,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1550,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 01:41:12,Sem Conexão / Queda Geral,0,,
CLI-1551,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 18:22:32,Perda de Pacotes / Oscilação,0,,
CLI-1552,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 05:41:12,Sem Conexão / Queda Geral,1,2026-02-04,19.0
CLI-1553,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-15 22:42:57,Lentidão Extrema,0,,
CLI-1554,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1555,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1556,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1557,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:21:36,Lentidão Extrema,0,,
CLI-1558,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1559,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1560,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 01:53:52,Sem Conexão / Queda Geral,0,,
CLI-1561,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1562,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1563,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1564,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1565,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 03:08:17,Perda de Pacotes / Oscilação,0,,
CLI-1566,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1567,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1568,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 18:03:00,Perda de Pacotes / Oscilação,1,2026-02-19,9.0
CLI-1569,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1570,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:40:31,Lentidão Extrema,0,,
CLI-1571,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1572,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 11:36:46,Sem Conexão / Queda Geral,0,,
CLI-1573,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1574,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1575,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1576,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1577,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 13:25:36,Lentidão Extrema,0,,
CLI-1578,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1579,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1580,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1581,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1582,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:52:52,Sem Conexão / Queda Geral,1,2026-02-24,23.0
CLI-1583,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1584,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 02:45:29,Perda de Pacotes / Oscilação,1,2026-01-28,12.0
CLI-1585,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1586,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:09:35,Perda de Pacotes / Oscilação,0,,
CLI-1587,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1588,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 09:43:13,Perda de Pacotes / Oscilação,0,,
CLI-1589,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 10:44:14,Lentidão Extrema,1,2026-02-01,22.0
CLI-1590,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:22:05,Lentidão Extrema,0,,
CLI-1591,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1592,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1593,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1594,Centro - BH,Fibra 600 Mega,159.9,1,MNT-2026-004,2026-02-10 15:58:47,Sem Conexão / Queda Geral,0,,
CLI-1595,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1596,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1597,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1598,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 14:36:03,Lentidão Extrema,1,2026-01-17,7.0
CLI-1599,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 16:51:08,Sem Conexão / Queda Geral,1,2026-01-15,5.0
CLI-1600,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 13:23:05,Sem Conexão / Queda Geral,0,,
CLI-1601,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1602,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1603,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1604,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1605,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 10:38:45,Perda de Pacotes / Oscilação,0,,
CLI-1606,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1607,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 12:59:01,Sem Conexão / Queda Geral,0,,
CLI-1608,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1609,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 02:17:48,Perda de Pacotes / Oscilação,0,,
CLI-1610,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 12:21:14,Lentidão Extrema,0,,
CLI-1611,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1612,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1613,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1614,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 15:07:46,Lentidão Extrema,0,,
CLI-1615,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 12:57:00,Sem Conexão / Queda Geral,0,,
CLI-1616,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 12:33:04,Sem Conexão / Queda Geral,0,,
CLI-1617,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1618,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1619,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 04:50:59,Perda de Pacotes / Oscilação,0,,
CLI-1620,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 10:55:06,Lentidão Extrema,0,,
CLI-1621,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1622,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1623,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1624,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1625,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 12:36:31,Perda de Pacotes / Oscilação,0,,
CLI-1626,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 09:44:34,Lentidão Extrema,1,2026-02-12,11.0
CLI-1627,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1628,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1629,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1630,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 04:46:34,Lentidão Extrema,0,,
CLI-1631,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 18:32:23,Lentidão Extrema,0,,
CLI-1632,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-02-11,
CLI-1633,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1634,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1635,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 11:37:20,Sem Conexão / Queda Geral,1,2026-02-03,2.0
CLI-1636,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 03:48:57,Perda de Pacotes / Oscilação,0,,
CLI-1637,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1638,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1639,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,1,2026-01-23,
CLI-1640,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1641,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1642,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,1,2026-02-02,
CLI-1643,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1644,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 09:33:30,Perda de Pacotes / Oscilação,0,,
CLI-1645,Centro - BH,Fibra 600 Mega,159.9,1,MNT-2026-004,2026-02-10 19:34:35,Perda de Pacotes / Oscilação,0,,
CLI-1646,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1647,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 03:08:22,Sem Conexão / Queda Geral,0,,
CLI-1648,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1649,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 09:08:52,Lentidão Extrema,0,,
CLI-1650,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 09:53:13,Perda de Pacotes / Oscilação,0,,
CLI-1651,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:24:12,Lentidão Extrema,0,,
CLI-1652,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1653,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1654,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1655,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1656,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1657,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1658,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 23:48:56,Sem Conexão / Queda Geral,1,2026-01-25,10.0
CLI-1659,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1660,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1661,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1662,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 01:14:57,Sem Conexão / Queda Geral,0,,
CLI-1663,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1664,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 14:41:58,Lentidão Extrema,0,,
CLI-1665,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1666,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1667,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1668,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1669,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1670,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1671,Centro - BH,Fibra 600 Mega,159.9,1,MNT-2026-004,2026-02-10 13:17:06,Perda de Pacotes / Oscilação,1,2026-02-14,4.0
CLI-1672,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 13:22:55,Lentidão Extrema,0,,
CLI-1673,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1674,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 13:04:11,Sem Conexão / Queda Geral,0,,
CLI-1675,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1676,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1677,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1678,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1679,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1680,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1681,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1682,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 08:34:00,Sem Conexão / Queda Geral,0,,
CLI-1683,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1684,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 14:17:46,Perda de Pacotes / Oscilação,0,,
CLI-1685,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 03:09:47,Sem Conexão / Queda Geral,0,,
CLI-1686,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1687,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1688,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1689,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1690,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1691,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1692,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 04:41:46,Sem Conexão / Queda Geral,0,,
CLI-1693,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1694,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1695,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 02:03:43,Sem Conexão / Queda Geral,0,,
CLI-1696,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1697,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1698,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 09:20:53,Lentidão Extrema,1,2026-02-02,23.0
CLI-1699,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 09:47:56,Perda de Pacotes / Oscilação,0,,
CLI-1700,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1701,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1702,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1703,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 10:52:02,Perda de Pacotes / Oscilação,0,,
CLI-1704,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1705,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1706,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1707,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1708,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1709,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 03:14:54,Sem Conexão / Queda Geral,0,,
CLI-1710,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1711,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1712,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 09:47:05,Sem Conexão / Queda Geral,1,2026-02-24,23.0
CLI-1713,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1714,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1715,Centro - BH,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1716,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1717,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1718,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 17:25:05,Lentidão Extrema,1,2026-02-06,27.0
CLI-1719,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1720,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1721,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1722,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1723,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 01:41:47,Lentidão Extrema,1,2026-03-01,11.0
CLI-1724,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1725,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1726,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1727,Barra - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1728,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1729,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1730,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1731,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1732,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1733,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1734,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1735,Centro - BH,Fibra 600 Mega,159.9,1,MNT-2026-004,2026-02-10 10:44:59,Sem Conexão / Queda Geral,1,2026-03-03,21.0
CLI-1736,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1737,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1738,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1739,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:42:30,Perda de Pacotes / Oscilação,1,2026-02-11,10.0
CLI-1740,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1741,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1742,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 01:19:55,Perda de Pacotes / Oscilação,1,2026-03-05,15.0
CLI-1743,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 02:13:38,Sem Conexão / Queda Geral,1,2026-01-21,5.0
CLI-1744,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1745,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1746,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1747,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 01:22:21,Perda de Pacotes / Oscilação,0,,
CLI-1748,Centro - BH,Fibra 600 Mega,159.9,1,MNT-2026-004,2026-02-10 18:29:30,Sem Conexão / Queda Geral,1,2026-02-18,8.0
CLI-1749,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-15 22:27:38,Lentidão Extrema,0,,
CLI-1750,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1751,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1752,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1753,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1754,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1755,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1756,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
